Type,Name,Header
Poster,P194,./generated_poster_list.html#p194-a-comparative-approach-for-selecting-orthologous-candidate-genes-underlying-signal-in-elemental-accumulation-genome-wide-association-studies-across-multiple-species
Poster,P195,"./generated_poster_list.html#p195-a-new-ethanol-extraction-method-in-maize-using-lab-scale,-dry-grind-technology�"
Poster,P196,./generated_poster_list.html#p196-a-tale-of-two-functions-exploring-asparagine's-impact-on-human-health-and-the-environment
Poster,P197,./generated_poster_list.html#p197-ai-driven-image-based-high-throughput-phenotyping-and-genetic-analysis-of-plant-architecture-in-maize
Poster,P198,./generated_poster_list.html#p198-analysis-of-b73-seed-phenotype-changes-in-response-to-tropical-conditions
Poster,P199,./generated_poster_list.html#p199-analyzing-the-impact-of-40-years-of-breeding-and-low-nitrogen-environments-on-maize-root-system-architecture-using-x-ray-imaging
Poster,P200,./generated_poster_list.html#p200-bzea-a-diverse-teosinte-introgression-population-for-investigating-agronomic-traits-in-maize
Poster,P201,./generated_poster_list.html#p201-breeding-corn-for-organic-production-systems
Poster,P202,./generated_poster_list.html#p202-breeding-for-color-and-improved-protein-content-in-sweet-corn-and-popcorn
Poster,P203,./generated_poster_list.html#p203-breeding-for-root-traits-in-cereal-crops
Poster,P204,./generated_poster_list.html#p204-cerca---circular-economy-that-reimagines-corn-agriculture
Poster,P205,./generated_poster_list.html#p205-cimmyt-maize-lines-cmls-a-fundamental-resource-for-maize-breeders-and-geneticists
Poster,P206,./generated_poster_list.html#p206-characterizing-heirloom-maize-of-the-united-states
Poster,P207,./generated_poster_list.html#p207-cold-tolerance-evaluation-in-maize-through-seedling-establishment-strategies
Poster,P208,./generated_poster_list.html#p208-comparing-k-mer-based-and-snp-based-gwas-approaches-to-identify-structural-variants-in-sweet-corn
Poster,P209,./generated_poster_list.html#p209-comprehensive-kernel-analysis-in-large-dh-populations-derived-from-intercrossing-germplasm-enhancement-of-maize-lines
Poster,P210,./generated_poster_list.html#p210-contribution-of-tropical-alleles-to-heterosis-in-root-traits-and-root-associated-microbial-traits-under-varied-nitrogen-conditions
Poster,P211,./generated_poster_list.html#p211-d16-–-a-game-changer-in-the-quest-to-generate-short-stature-corn-hybrids
Poster,P212,./generated_poster_list.html#p212-developing-transformable-haploid-inducers-to-meet-commercial-scale-genome-editing-in-maize
Poster,P213,./generated_poster_list.html#p213-discovering-phosphorus-efficiency-alleles-in-maize-and-sorghum-by-combining-multiple-omics-datasets-and-advanced-modeling-statistics
Poster,P214,./generated_poster_list.html#p214-dissecting-the-genetic-architecture-of-root-traits-in-the-meximagic-population
Poster,P215,./generated_poster_list.html#p215-effects-of-maize-chlorotic-mottle-virus-and-potyvirus-resistance-on-maize-lethal-necrosis-disease
Poster,P216,./generated_poster_list.html#p216-effects-of-plot-orientation-and-leaf-angle-on-maize-grain-yield
Poster,P217,./generated_poster_list.html#p217-examining-the-dynamics-of-microbe-driven-heterosis-in-maize
Poster,P218,./generated_poster_list.html#p218-exploring-the-application-of-phenomic-selection-in-corn-breeding
Poster,P219,./generated_poster_list.html#p219-expression-analysis-of-key-genes-controlling-resistance-to-striga-hermonthica-in-tropical-maize-inbred-lines
Poster,P220,./generated_poster_list.html#p220-fine-mapping-and-positional-cloning-of-a-major-root-system-architecture-qtl-in-maize
Poster,P221,./generated_poster_list.html#p221-functional-genetics-of-g×e-qtl-for-root-system-architecture-in-maize
Poster,P222,./generated_poster_list.html#p222-gwas-analysis-reveals-resistant-genes-to-maize-southern-leaf-blight
Poster,P223,./generated_poster_list.html#p223-genetic-determinants-of-aerial-root-formation-in-maize-prospects-for-harnessing-biological-nitrogen-fixation
Poster,P224,"./generated_poster_list.html#p224-genetic-potential-of-tropical,-temperate,-and-mixed-maize-populations-evaluated-in-tropical-environments"
Poster,P225,"./generated_poster_list.html#p225-genetic-analysis-of-yield,-combining-ability,-and-agronomic-performance-in-non-stiff-stalk-elite-germplasm-in-a-factorial-mapping-population"
Poster,P226,./generated_poster_list.html#p226-genetic-elucidation-of-maize-leaf-length-and-width-traits
Poster,P227,./generated_poster_list.html#p227-genetic-map-based-cloning-of-two-major-qtl-genes-for-husk-number-in-maize-zea-mays
Poster,P228,./generated_poster_list.html#p228-genetic-mapping-of-resistance-to-goss's-wilt-of-maize
Poster,P229,./generated_poster_list.html#p229-genome-wide-dissection-of-leaf-angle-variation-across-the-canopy-in-maize
Poster,P230,"./generated_poster_list.html#p230-genomic-selection-essence,-applications-and-prospects"
Poster,P231,./generated_poster_list.html#p231-genomic-prediction-and-landscape-genomics-in-a-large-maize-landraces-collection-using-high-throughput-pool-genotyping-identifies-promising-sources-of-diversity-for-prebreeding
Poster,P232,"./generated_poster_list.html#p232-high-intensity-phenotyping-sites-multi-scale,-multi-modal-sensing-to-identify-the-genetic-regulation-of-plasticity/phenotypic-stability"
Poster,P233,./generated_poster_list.html#p233-high-throughput-phenotyping-and-machine-learning-based-approaches-for-time-series-crop-assessment-using-uav-imagery
Poster,P234,./generated_poster_list.html#p234-host-specificities-of-microbial-consortia-revealed-by-metagenomic-approaches-in-sorghum-bicolor
Poster,P235,./generated_poster_list.html#p235-identification-of-genomic-regions-associated-with-the-causal-qtl-of-shdg-trait-in-ames-diversity-panel-by-gwas
Poster,P236,./generated_poster_list.html#p236-identification-of-waxy-genotype-from-iodine-stained-maize-pollen-image-by-linear-discriminant-analysis
Poster,P237,./generated_poster_list.html#p237-incorporating-gene-network-information-into-the-prediction-of-maize-flowering-time
Poster,P238,./generated_poster_list.html#p238-introgression-of-zea-diploperennis-to-transfer-perennial-like-root-n-remobilization-to-maize-zea-mays
Poster,P239,./generated_poster_list.html#p239-kernel-morphology-influences-maize-hybrid-seed-production-efficiency
Poster,P240,./generated_poster_list.html#p240-leveraging-above-and-below-ground-phenotyping-of-a-maize-synthetic-population-containing-teosinte-alleles-in-nitrogen-limited-field-conditions-to-identify-nitrogen-efficiency-alleles
Poster,P241,./generated_poster_list.html#p241-linking-known-and-previously-uncharacterized-genes-to-roles-in-maize-metabolism-and-whole-plant-phenotype-using-paired-transcriptomic-and-metabolic-data-from-a-field-grown-maize-diversity-panel
Poster,P242,./generated_poster_list.html#p242-longitudinal-modeling-of-stomatal-conductance-potentiates-the-optimization-of-water-use-efficient-maize
Poster,P243,./generated_poster_list.html#p243-maize-hybrids-display-negative-heterosis-for-induced-defense-while-maintaining-disease-resistance
Poster,P244,./generated_poster_list.html#p244-managing-maize-lethal-necrosis-disease-using-traditional-and-molecular-breeding
Poster,P245,./generated_poster_list.html#p245-mapping-freezing-tolerance-in-tripsacum-by-bulk-segregant-analysis
Poster,P246,./generated_poster_list.html#p246-mapping-tissue-specific-disease-resistance-to-xanthomonas-vasicola-pv-vasculorum-in-maize
Poster,P247,./generated_poster_list.html#p247-multi-environment-multivariate-genome-wide-association-studies-identify-candidate-loci-underlying-cuticular-wax-accumulation-and-composition-on-maize-silks
Poster,P248,./generated_poster_list.html#p248-multi-environmental-rna-seq-reveals-the-extent-of-genotype-by-environment-interactions-as-it-relates-to-gene-expression
Poster,P249,./generated_poster_list.html#p249-optimizing-a-high-throughput-screening-method-to-identify-the-genetic-regulators-of-vpd-transpirational-breakpoints-in-zea-mays
Poster,P250,./generated_poster_list.html#p250-optimizing-simulations-for-digital-breeding-that-accurately-parallels-empirical-data
Poster,P251,./generated_poster_list.html#p251-pangenome-based-haplotype-genomic-prediction-outperforms-snp-based-prediction-methods-for-north-american-corn-breeding
Poster,P252,./generated_poster_list.html#p252-performance-of-triple-cross-hybrids-with-varying-genetic-distances-among-inbred-parents
Poster,P253,./generated_poster_list.html#p253-phenotypic-heritability-in-maize-can-be-largely-explained-by-genetic-variation-at-transcription-factor-binding-sites
Poster,P254,./generated_poster_list.html#p254-phenotypic-plasticity-in-a-maize-hybrid-population-across-a-precipitation-and-elevation-gradient-spanning-iowa-and-nebraska
Poster,P255,./generated_poster_list.html#p255-phenotypic-plasticity-in-flowering-time-in-maize-teosinte-introgression-populations-shaped-by-interaction-between-domestication-loci-and-diurnal-temperature-range
Poster,P256,./generated_poster_list.html#p256-phenotypic-selection-of-maize-adapted-to-temperature-extremes-as-a-strategy-to-maintain-productivity-under-global-climate-change
Poster,P257,./generated_poster_list.html#p257-pipe-dream-or-partitioning-reality?-exploring-extreme-maize-phenotypes-and-their-role-in-programming-senescence
Poster,P258,./generated_poster_list.html#p258-profiling-population-level-gene-expression-from-a-field-grown-sorghum-diversity-panel-for-comparative-analysis-with-maize
Poster,P259,./generated_poster_list.html#p259-quantitative-genetic-analysis-of-variants-contributing-to-variation-in-yield-component-traits-in-maize
Poster,P260,./generated_poster_list.html#p260-reconsidering-the-genetic-diversity-underlying-photoperiod-sensitivity-for-maize-adaption-to-climate-change
Poster,P261,./generated_poster_list.html#p261-response-of-mature-maize-kernels-to-inoculation-with-aspergillus-flavus
Poster,P262,./generated_poster_list.html#p262-response-to-arbuscular-mycorrhizal-fungi-in-field-grown-maize
Poster,P263,./generated_poster_list.html#p263-self-organizing-maps-for-clustering-tropical-maize-inbred-lines-cropped-under-low-and-high-nitrogen-inputs-in-brazil
Poster,P264,./generated_poster_list.html#p264-seqsnp-based-genic-markers-revealed-the-genetic-structure-and-identified-candidate-genes-for-low-soil-nitrogen-tolerance-in-tropical-quality-protein-qpm-maize-inbred-lines
Poster,P265,./generated_poster_list.html#p265-single-parent-expression-and-heterosis-in-a-diverse-diallel-f1-population
Poster,P266,./generated_poster_list.html#p266-spatial-analysis-of-stomatal-patterning-from-computer-vision-annotated-images-for-gwas/twas-of-a-diverse-biomass-sorghum-population
Poster,P267,./generated_poster_list.html#p267-target-oriented-prioritization-a-breeding-decision-tool-for-genomic-selection
Poster,P268,./generated_poster_list.html#p268-the-core-collection-enriched-for-korean-maize-zea-mays-l-landraces-reveals-seed-texture-correlated-morphological-characters-and-novel-multi-aleurone-layer-phenotypes
Poster,P269,./generated_poster_list.html#p269-the-dominance-of-gene-expression-controlled-by-trans-eqtls-contributes-to-heterosis-of-phenotypic-traits-in-maize
Poster,P270,"./generated_poster_list.html#p270-the-maize-ontogenetics-complexity,-diversity-and-dynamics"
Poster,P271,./generated_poster_list.html#p271-the-many-contexts-of-genetic-effects
Poster,P272,./generated_poster_list.html#p272-the-recessive-lesion-mimic-mutation-les-2014-results-from-the-loss-of-function-of-the-only-hpl1-gene-in-maize
Poster,P273,./generated_poster_list.html#p273-the-role-of-grassy-tillers-1-in-drought-response-of-sorghum-bicolor
Poster,P274,./generated_poster_list.html#p274-the-shape-of-data-a-new-concept-for-understanding-crop-diversity
Poster,P275,"./generated_poster_list.html#p275-to-explain-and-to-predict-genetic-diversity,-environmental-context,-and-phenotypic-plasticity"
Poster,P276,./generated_poster_list.html#p276-transformers-for-genomic-selection
Poster,P277,./generated_poster_list.html#p277-unveiling-the-effects-of-organic-nitrogen-fertility-and-weed-competition-on-corn-hybrid-agronomic-performance-and-root-architecture-characteristics
Poster,P278,./generated_poster_list.html#p278-using-remote-and-proximal-sensing-to-quantify-plant-architectural-variation-across-maize-diversity
Poster,P279,./generated_poster_list.html#p279-weighted-records-prediction-for-hybrid-maize-performance
Poster,P280,./generated_poster_list.html#p280-analysis-of-de-novo-mutator-transposon-insertions-across-tissue-types
Poster,P281,./generated_poster_list.html#p281-bi-directionally-expressed-enhancers-harbor-the-molecular-signatures-of-maize-domestication
Poster,P282,./generated_poster_list.html#p282-dna-glycosylase-mdr1-underlies-a-connection-between-dna-methylation-and-imprinted-gene-expression
Poster,P283,./generated_poster_list.html#p283-data-mining-dynamic-transposable-elements---helitrons---using-lstm-model
Poster,P284,./generated_poster_list.html#p284-dynamic-genomic-evolution-via-active-ltr-transposable-elements-in-maize
Poster,P285,./generated_poster_list.html#p285-exploring-the-timing-and-regulation-of-the-sporophyte-to-gametophyte-transition-sgt
Poster,P286,./generated_poster_list.html#p286-exploring-tissue-specific-variation-in-knob-chromatin-accessibility
Poster,P287,./generated_poster_list.html#p287-genetic-determinants-of-hybrid-decay-in-backcross-populations-of-maize
Poster,P288,./generated_poster_list.html#p288-genomic-consequences-of-repeated-chromosomal-breakage
Poster,P289,./generated_poster_list.html#p289-high-resolution-crossover-maps-highlighting-the-role-of-dna-methylation-in-meiotic-recombination-of-maize
Poster,P290,./generated_poster_list.html#p290-influence-of-the-dna-glycosylase-mdr1-on-histone-modifications-in-endosperm
Poster,P291,./generated_poster_list.html#p291-maize-ago2-is-involved-in-rnai-balance-and-epigenetic-inheritance-through-the-male-germline
Poster,P292,./generated_poster_list.html#p292-maize-domestication-through-the-lens-of-transposable-elements
Poster,P293,./generated_poster_list.html#p293-tips-and-tricks-for-identifying-transposable-element-insertion-polymorphisms-using-short-read-data
Poster,P294,./generated_poster_list.html#p294-the-maize-ufo1-and-its-mysterious-function-in-kernel-development
Poster,P295,./generated_poster_list.html#p295-vgt1-a-cis-regulatory-element-regulating-flowering-time-and-growth-speed
Poster,P296,./generated_poster_list.html#p296-mrna-splicing-variation-in-mop1-1-mutant-maize
Poster,P297,./generated_poster_list.html#p297-crop-domestication-in-zea-mays-has-contrasting-effects-on-microbiome-community-structure-in-above-and-below-ground-microbiota
Poster,P298,./generated_poster_list.html#p298-determination-of-genetic-and-epigenetic-regulations-of-meiotic-recombination-under-domestication-in-maize
Poster,P299,"./generated_poster_list.html#p299-distribution-and-impact-of-functional-glossy15-haplotypes-on-phase-change,-flowering,-and-grain-drydown"
Poster,P300,./generated_poster_list.html#p300-evolutionary-mining-of-cold-tolerance-alleles-in-maize-for-future-farming-sustainability
Poster,P301,./generated_poster_list.html#p301-genetic-legacies-of-the-first-ancient-south-american-state-in-archaeological-maize
Poster,P302,./generated_poster_list.html#p302-genome-wide-association-studies-to-establish-the-genetic-basis-of-agro-morphological-and-climatic-factors-in-wild-maize-relatives
Poster,P303,"./generated_poster_list.html#p303-gramene-2024-a-comparative-resource-on-plant-reference-genomes,-pan-genomes-and-pathways"
Poster,P304,./generated_poster_list.html#p304-maize-x-teosinte-synergy-a-holistic-vision-for-climate-resilient-crop-evolution-through-integrated-innovative-breeding-strategies
Poster,P305,./generated_poster_list.html#p305-molecular-evolution-of-a-maize-hybrid-barrier-over-12-million-years-suggests-epistatic-silencing
Poster,P306,./generated_poster_list.html#p306-revisiting-the-subgenome-ancestry-of-maize
Poster,P307,./generated_poster_list.html#p307-scaling-analyses-of-cis-regulatory-evolution-across-hundreds-of-wild-grass-species
Poster,P308,./generated_poster_list.html#p308-shoot-level-phenotyping-reveals-adaptive-variation-in-the-grass-genus-hordeum
Poster,P309,./generated_poster_list.html#p309-tandem-repeat-structure-and-conservation-in-maize
Poster,P310,./generated_poster_list.html#p310-the-influence-of-heavy-metal-response-in-the-origin-and-domestication-of-maize
Poster,P311,./generated_poster_list.html#p311-uncovering-the-genetic-basis-of-perenniality-in-the-andropogoneae
Poster,P312,./generated_poster_list.html#p312-unraveling-the-genetic-basis-of-kernel-protein-concentration-in-the-illinois-long-term-selection-experiment-through-near-isogenic-lines
Poster,P313,"./generated_poster_list.html#p313-phenotypic-selection-in-synadapt,-a-genetically-diverse-maize-teosinte-hybrid-population"
